file,path,line_number
.claude/skills/fix/SKILL.md,learning/vault/patterns/question-quality.md,56
.claude/skills/fix/SKILL.md,learning/vault/raw/,66
.claude/skills/fix/SKILL.md,web/test-results/summary.json,77
.claude/skills/fix/SKILL.md,learning/logs/health-scores.jsonl,90
.claude/skills/fix/SKILL.md,.claude/skills/git/references/task-to-issue.md,122
.claude/skills/fix/SKILL.md,.claude/skills/create-sim/references/sim-template.md,135
.claude/skills/fix/SKILL.md,.claude/skills/play/references/agent-prompts.md,136
.claude/skills/fix/SKILL.md,.claude/skills/play/references/coaching-patterns.md,136
.claude/skills/fix/SKILL.md,web/public/,138
.claude/skills/fix/SKILL.md,learning/vault/patterns/,139
.claude/skills/fix/SKILL.md,references/eval-scoring.yaml,141
.claude/skills/fix/SKILL.md,learning/logs/health-scores.jsonl,158
.claude/skills/fix/SKILL.md,.claude/skills/git/references/commit-procedure.md,162
.claude/skills/fix/SKILL.md,learning/feedback.md,174
.claude/skills/fix/SKILL.md,scripts/metrics.config.json,175
.claude/skills/fix/SKILL.md,learning/logs/activity.jsonl,177
.claude/skills/fix/SKILL.md,learning/logs/system.jsonl,181
.claude/skills/fix/SKILL.md,learning/logs/health-scores.jsonl,186
.claude/skills/fix/SKILL.md,learning/logs/activity.jsonl,221
.claude/skills/fix/SKILL.md,learning/feedback.md,222
.claude/skills/fix/SKILL.md,learning/logs/health-scores.jsonl,222
.claude/skills/fix/SKILL.md,scripts/metrics.config.json,222
.claude/skills/fix/ownership.json,learning/feedback.md,2
.claude/skills/fix/ownership.json,scripts/metrics.config.json,2
.claude/skills/fix/ownership.json,.claude/skills/,3
.claude/skills/fix/ownership.json,learning/logs,3
.claude/skills/git/SKILL.md,.claude/skills/git/references/commit-procedure.md,21
.claude/skills/git/SKILL.md,.claude/skills/git/references/commit-procedure.md,31
.claude/skills/git/SKILL.md,.claude/skills/git/references/rollback-procedure.md,35
.claude/skills/git/SKILL.md,.claude/skills/git/references/task-to-issue.md,46
.claude/skills/git/SKILL.md,.claude/skills/git/references/task-to-issue.md,49
.claude/skills/git/SKILL.md,.claude/skills/git/references/task-to-issue.md,52
.claude/skills/git/SKILL.md,.claude/skills/git/references/contextual-commits-spec.md,71
.claude/skills/git/ownership.json,.claude/skills/git,3
.claude/skills/git/references/commit-procedure.md,.claude/skills/git/references/contextual-commits-spec.md,25
.claude/skills/git/references/commit-procedure.md,.claude/skills/play/,49
.claude/skills/git/references/commit-procedure.md,references/eval-scoring.yaml,49
.claude/skills/git/references/commit-procedure.md,scripts/eval-runner.js,49
.claude/skills/git/references/commit-procedure.md,.claude/skills/git/references/rollback-procedure.md,58
.claude/skills/git/references/issue-workflow.md,.claude/skills/git/references/task-to-issue.md,22
.claude/skills/git/references/rollback-procedure.md,.claude/skills/git/references/commit-procedure.md,39
.claude/skills/play/SKILL.md,learning/,17
.claude/skills/play/SKILL.md,learning/profile.json,18
.claude/skills/play/SKILL.md,learning/catalog.csv,19
.claude/skills/play/SKILL.md,learning/logs/.web-active.lock,23
.claude/skills/play/SKILL.md,node_modules/,32
.claude/skills/play/ownership.json,learning/catalog.csv,2
.claude/skills/play/ownership.json,learning/profile.json,2
.claude/skills/play/ownership.json,learning/sessions,3
.claude/skills/play/ownership.json,learning/vault,3
.claude/skills/play/references/agent-prompts.md,sims/{sim-id}/manifest.json,405
.claude/skills/play/references/agent-prompts.md,sims/{sim-id}/story.md,406
.claude/skills/play/references/agent-prompts.md,sims/{sim-id}/artifacts/context.txt,407
.claude/skills/play/references/agent-prompts.md,sims/{sim-id}/artifacts/architecture-hint.txt,408
.claude/skills/play/references/agent-prompts.md,sims/{sim-id}/artifacts/architecture-resolution.txt,409
.claude/skills/play/references/agent-prompts.md,themes/_base.md,419
.claude/skills/play/references/agent-prompts.md,themes/{theme_id}.md,420
.claude/skills/play/references/agent-prompts.md,sims/{sim-id}/{path},426
.claude/skills/play/references/coaching-patterns.md,learning/catalog.csv,165
.claude/skills/play/references/coaching-patterns.md,learning/catalog.csv,185
.claude/skills/play/references/coaching-patterns.md,learning/profile.json,254
.claude/skills/play/references/coaching-patterns.md,learning/catalog.csv,258
.claude/skills/play/references/coaching-patterns.md,references/progression.yaml,277
.claude/skills/setup/SKILL.md,references/default-profile.json,23
.claude/skills/setup/SKILL.md,learning/profile.json,24
.claude/skills/setup/SKILL.md,learning/vault/,25
.claude/skills/setup/SKILL.md,learning/feedback.md,26
.claude/skills/setup/SKILL.md,.claude/skills/create-sim/references/exam-topics.md,27
.claude/skills/setup/SKILL.md,learning/catalog.csv,28
.claude/skills/setup/SKILL.md,sims/registry.json,30
.claude/skills/setup/SKILL.md,learning/,38
.claude/skills/setup/SKILL.md,learning/sessions/,38
.claude/skills/setup/SKILL.md,learning/profile.json,42
.claude/skills/setup/SKILL.md,references/default-profile.json,44
.claude/skills/setup/SKILL.md,learning/vault/,50
.claude/skills/setup/SKILL.md,references/vault-templates/,50
.claude/skills/setup/SKILL.md,learning/feedback.md,54
.claude/skills/setup/SKILL.md,.claude/skills/create-sim/references/exam-topics.md,70
.claude/skills/setup/SKILL.md,learning/catalog.csv,70
.claude/skills/setup/SKILL.md,learning/catalog.csv,78
.claude/skills/setup/SKILL.md,learning/vault/,82
.claude/skills/setup/SKILL.md,learning/vault/concepts/,84
.claude/skills/setup/SKILL.md,learning/vault/patterns/,84
.claude/skills/setup/SKILL.md,learning/vault/raw/,84
.claude/skills/setup/SKILL.md,learning/vault/services/,84
.claude/skills/setup/SKILL.md,learning/vault/sessions/,84
.claude/skills/setup/SKILL.md,learning/vault/,85
.claude/skills/setup/SKILL.md,references/vault-templates/,85
.claude/skills/setup/SKILL.md,learning/vault/index.md,86
.claude/skills/setup/SKILL.md,references/vault-templates/index.md,86
.claude/skills/setup/SKILL.md,learning/vault/patterns/behavioral-profile.md,87
.claude/skills/setup/SKILL.md,references/vault-templates/patterns/behavioral-profile.md,87
.claude/skills/setup/SKILL.md,learning/vault/patterns/question-quality.md,88
.claude/skills/setup/SKILL.md,references/vault-templates/patterns/question-quality.md,88
.claude/skills/setup/SKILL.md,learning/vault/patterns/investigation-style.md,89
.claude/skills/setup/SKILL.md,references/vault-templates/patterns/investigation-style.md,89
.claude/skills/setup/SKILL.md,learning/vault/,91
.claude/skills/setup/SKILL.md,sims/registry.json,95
.claude/skills/setup/ownership.json,learning/catalog.csv,2
.claude/skills/setup/ownership.json,learning/feedback.md,2
.claude/skills/setup/ownership.json,learning/profile.json,2
.claude/skills/setup/ownership.json,learning/sessions,3
.claude/skills/setup/ownership.json,learning/vault,3
.claude/skills/sim-test/SKILL.md,references/testing-system.md,24
.claude/skills/sim-test/SKILL.md,web/test-specs/browser/,26
.claude/skills/sim-test/SKILL.md,web/test-specs/personas/,26
.claude/skills/sim-test/SKILL.md,web/test-specs/browser/{name}.yaml,34
.claude/skills/sim-test/SKILL.md,web/test-specs/personas/{id}.json,42
.claude/skills/sim-test/SKILL.md,scripts/sim-test.js,48
.claude/skills/sim-test/SKILL.md,.claude/skills/git/references/commit-procedure.md,61
.claude/skills/sim-test/SKILL.md,scripts/sim-test.js,68
.claude/skills/sim-test/SKILL.md,web/test-specs/,69
.claude/skills/sim-test/SKILL.md,web/test-results/,71
.claude/skills/sim-test/ownership.json,web/test-results/,3
.claude/skills/upgrade/SKILL.md,.claude/settings.local.json,18
.claude/skills/upgrade/SKILL.md,.claude/hooks/guard-write.js,19
.claude/skills/upgrade/SKILL.md,.claude/hooks/log-hook.js,20
.claude/skills/upgrade/SKILL.md,references/workspace-map.md,21
.claude/skills/upgrade/SKILL.md,references/testing-system.md,23
.claude/skills/upgrade/SKILL.md,.claude/skills/upgrade/references/workspace-context.md,26
.claude/skills/upgrade/SKILL.md,.claude/skills/upgrade/references/sources.json,32
.claude/skills/upgrade/SKILL.md,.claude/skills/upgrade/state/last-check.json,32
.claude/skills/upgrade/SKILL.md,.claude/skills/upgrade/state/last-check.json,248
.claude/skills/upgrade/SKILL.md,.claude/skills/git/references/commit-procedure.md,284
.claude/skills/upgrade/SKILL.md,.claude/skills/git/references/task-to-issue.md,284
CLAUDE.md,.claude/skills/create-sim/references/exam-topics.md,18
CLAUDE.md,references/agent-index.md,21
CLAUDE.md,references/tool-registry.md,21
CLAUDE.md,references/code-health.md,25
CLAUDE.md,learning/logs/activity.jsonl,29
CLAUDE.md,.claude/skills/git/references/commit-procedure.md,33
references/agent-index.md,references/workspace-map.md,3
references/agent-index.md,.claude/hooks/guard-write.js,22
references/agent-index.md,.claude/hooks/git-discipline-reminder.js,23
references/agent-index.md,.claude/hooks/pre-commit-issues.js,24
references/agent-index.md,.claude/hooks/pre-commit-self-audit.js,25
references/agent-index.md,.claude/hooks/log-hook.js,26
references/agent-index.md,.claude/hooks/plan-exit-reminder.js,27
references/agent-index.md,.claude/hooks/log-hook.js,28
references/agent-index.md,.claude/hooks/log-hook.js,29
references/agent-index.md,.claude/hooks/log-hook.js,30
references/agent-index.md,.claude/hooks/log-hook.js,31
references/agent-index.md,.claude/hooks/log-hook.js,32
references/agent-index.md,.claude/hooks/log-hook.js,33
references/agent-index.md,.claude/hooks/log-hook.js,34
references/agent-index.md,.claude/hooks/log-hook.js,35
references/agent-index.md,.claude/hooks/log-hook.js,36
references/agent-index.md,.claude/hooks/log-hook.js,37
references/agent-index.md,.claude/hooks/log-hook.js,38
references/agent-index.md,.claude/hooks/log-hook.js,39
references/agent-index.md,references/workspace-map.md,45
references/agent-index.md,references/progression.yaml,46
references/agent-index.md,references/testing-system.md,47
references/agent-index.md,references/path-registry.csv,53
references/agent-index.md,learning/logs/activity.jsonl,54
references/agent-index.md,scripts/sim-test.js,56
references/agent-index.md,node_modules/,57
references/agent-index.md,web/test-specs/,58
references/code-health.md,scripts/code-health.js,9
references/code-health.md,learning/logs/health-scores.jsonl,15
references/code-health.md,scripts/metrics.config.json,31
references/code-health.md,scripts/code-health.js,42
references/code-health.md,scripts/metrics.config.json,43
references/code-health.md,learning/logs/health-scores.jsonl,44
references/contributing.md,references/web-app-checklist.md,20
references/contributing.md,references/workspace-map.md,21
references/contributing.md,web/lib/prompt-builder.js,22
references/contributing.md,web/lib/prompt-builder.js,23
references/contributing.md,web/public/app.js,24
references/contributing.md,web/server.js,24
references/contributing.md,learning/feedback.md,43
references/contributing.md,web/test-results/summary.json,44
references/contributing.md,web/test-results/,59
references/contributing.md,references/testing-system.md,60
references/contributing.md,themes/{id}.md,65
references/contributing.md,web/public/ui-themes/{id}.css,66
references/contributing.md,web/lib/claude-process.js,71
references/contributing.md,web/lib/logger.js,71
references/contributing.md,web/lib/paths.js,71
references/contributing.md,web/lib/prompt-builder.js,71
references/contributing.md,web/server.js,71
references/contributing.md,references/path-registry.csv,74
references/contributing.md,scripts/extract_paths.py,74
references/contributing.md,web/test/path-registry.test.js,74
references/contributing.md,learning/logs/activity.jsonl,78
references/contributing.md,.claude/settings.local.json,83
references/game-design-document.md,references/progression.yaml,3
references/game-design-document.md,references/progression.yaml,59
references/game-design-document.md,learning/vault/patterns/behavioral-profile.md,132
references/game-design-document.md,references/progression.yaml,202
references/game-design-document.md,.claude/skills/play/references/coaching-patterns.md,203
references/game-design-document.md,learning/vault/index.md,204
references/permission-bypass-registry.md,scripts/audit-permissions.js,41
references/permission-bypass-registry.md,.claude/,42
references/permission-bypass-registry.md,references/permission-bypass-registry.md,42
references/permission-bypass-registry.md,scripts/,42
references/permission-bypass-registry.md,web/,42
references/testing-system.md,learning/sessions/{sim_id}/transcript.jsonl,138
references/testing-system.md,web/test-results/personas/{persona-id}-{timestamp}.json,152
references/testing-system.md,references/eval-scoring.yaml,167
references/testing-system.md,web/test-results/,214
references/testing-system.md,web/test/,219
references/testing-system.md,web/test-results/personas/{id}-{timestamp}.json,223
references/testing-system.md,learning/feedback.md,224
references/testing-system.md,learning/feedback.md,225
references/tool-registry.md,web/lib/claude-process.js,22
references/tool-registry.md,web/test/permission-contracts.test.js,23
references/tool-registry.md,.claude/settings.local.json,27
references/web-app-checklist.md,.claude/skills/,9
references/web-app-checklist.md,learning/,9
references/web-app-checklist.md,sims/,9
references/web-app-checklist.md,themes/,9
references/web-app-checklist.md,web/,9
references/web-app-checklist.md,sims/registry.json,15
references/web-app-checklist.md,web/test-specs/,134
references/workspace-map.md,web/lib/claude-process.js,126
references/workspace-map.md,learning/catalog.csv,132
references/workspace-map.md,learning/profile.json,133
references/workspace-map.md,learning/vault/sessions/,134
references/workspace-map.md,learning/feedback.md,135
references/workspace-map.md,learning/.current-model,136
references/workspace-map.md,learning/logs/activity.jsonl,138
references/workspace-map.md,learning/logs/system.jsonl,139
references/workspace-map.md,learning/logs/health-scores.jsonl,140
references/workspace-map.md,scripts/code-health.js,141
references/workspace-map.md,scripts/metrics.config.json,141
references/workspace-map.md,sims/registry.json,142
references/workspace-map.md,web/test-results/summary.json,143
references/workspace-map.md,learning/.current-model,147
references/workspace-map.md,.claude/skills/play/references/prompt-overlay-medium.md,152
references/workspace-map.md,.claude/skills/play/references/prompt-overlay-small.md,153
references/workspace-map.md,references/testing-system.md,157
references/workspace-map.md,scripts/sim-test.js,157
references/workspace-map.md,web/test/server.test.js,163
references/workspace-map.md,web/test/logger.test.js,164
references/workspace-map.md,web/test/claude-process.test.js,165
references/workspace-map.md,web/test/prompt-builder.test.js,166
references/workspace-map.md,web/test/log-hook.test.js,167
references/workspace-map.md,web/test/guard-write.test.js,168
references/workspace-map.md,web/test/guard-coverage.test.js,169
references/workspace-map.md,web/test/code-health.test.js,170
references/workspace-map.md,web/test/audit-permissions.test.js,171
references/workspace-map.md,web/test/cross-file-consistency.test.js,172
references/workspace-map.md,web/test/eval-runner.test.js,173
references/workspace-map.md,web/test/git-commit-format.test.js,174
references/workspace-map.md,web/test/markdown.test.js,175
references/workspace-map.md,web/test/path-registry.test.js,176
references/workspace-map.md,web/test/progress.test.js,177
references/workspace-map.md,web/test/progression.test.js,178
references/workspace-map.md,web/test/setup-consistency.test.js,179
references/workspace-map.md,web/test/transcript.test.js,180
references/workspace-map.md,web/test-specs/browser/navigation.yaml,186
references/workspace-map.md,web/test-specs/browser/dashboard.yaml,187
references/workspace-map.md,web/test-specs/browser/sim-picker.yaml,188
references/workspace-map.md,web/test-specs/browser/chat.yaml,189
references/workspace-map.md,web/test-specs/browser/settings.yaml,190
references/workspace-map.md,web/test-specs/browser/layout.yaml,191
references/workspace-map.md,web/test-specs/browser/accessibility.yaml,192
references/workspace-map.md,web/test-specs/personas/impatient-beginner.json,199
references/workspace-map.md,web/test-specs/personas/hostile-user.json,200
references/workspace-map.md,web/test-specs/personas/screen-reader-user.json,201
references/workspace-map.md,web/test-specs/personas/power-user.json,202
references/workspace-map.md,web/test-specs/personas/mobile-first-user.json,203
references/workspace-map.md,web/test-results/,205
references/workspace-map.md,sims/registry.json,219
references/workspace-map.md,learning/.current-model,227
